,index,주소,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,승차승객합,하차승객합,lat,lng
282,545,서울특별시 서대문구 북가좌1동,2927,6953,1474,3816,4401,10769,37.5795042,126.9069208
283,546,서울특별시 서대문구 북가좌2동,1284,4425,629,2944,1913,7369,37.581421,126.9111143
284,547,서울특별시 서대문구 북가좌동,4346,10295,2603,6183,6949,16478,37.5784186,126.9099561
285,548,서울특별시 서대문구 북아현동,9590,12858,2497,5545,12087,18403,37.56096770000001,126.9542682
286,549,서울특별시 서대문구 신촌동,44102,23428,23699,14150,67801,37578,37.5594793,126.9435838
287,550,서울특별시 서대문구 연희동,34346,44802,18867,28735,53213,73537,37.5717975,126.9325254
288,551,서울특별시 서대문구 영천동,6498,6595,2988,3407,9486,10002,37.5699488,126.9563277
289,552,서울특별시 서대문구 창천동,16572,4763,8927,2442,25499,7205,37.5584944,126.9345627
290,553,서울특별시 서대문구 천연동,2907,6889,1661,4463,4568,11352,37.57106210000001,126.9590269
291,554,서울특별시 서대문구 충정로2가,462,162,348,105,810,267,37.5646792,126.9640448
292,555,서울특별시 서대문구 충정로3가,3800,2673,2450,1823,6250,4496,37.5618617,126.9616111
293,556,서울특별시 서대문구 충현동,8567,11343,4524,4721,13091,16064,37.5628962,126.9623598
294,557,서울특별시 서대문구 현저동,0,12,0,13,0,25,37.5737003,126.9533655
295,558,서울특별시 서대문구 홍은1동,4500,5842,2296,3364,6796,9206,37.5931972,126.9438888
296,559,서울특별시 서대문구 홍은2동,4290,13310,2265,8497,6555,21807,37.5828653,126.9364458
297,560,서울특별시 서대문구 홍은동,9081,20518,4268,12453,13349,32971,37.5871322,126.9319759
298,561,서울특별시 서대문구 홍제1동,5309,5883,3173,3176,8482,9059,37.5877538,126.9451388
299,562,서울특별시 서대문구 홍제2동,2106,5255,1304,3247,3410,8502,37.58592110000001,126.9491105
300,563,서울특별시 서대문구 홍제3동,2121,4163,1039,2080,3160,6243,37.5939752,126.9495272
301,564,서울특별시 서대문구 홍제동,15998,11061,7201,6057,23199,17118,37.58551120000001,126.9489831
302,565,서울특별시 서초구 내곡동,2847,6679,1151,4107,3998,10786,37.4617711,127.05116
303,566,서울특별시 서초구 반포1동,1081,1931,252,580,1333,2511,37.506043,127.0126625
304,567,서울특별시 서초구 반포2동,3707,912,1445,267,5152,1179,37.5044869,126.9944423
305,568,서울특별시 서초구 반포3동,20,19,19,3,39,22,37.5119312,127.0055521
306,569,서울특별시 서초구 반포4동,36661,20887,18655,9346,55316,30233,37.4975719,127.000386
307,570,서울특별시 서초구 반포동,35532,26996,21676,15574,57208,42570,37.5031833,127.0079167
308,571,서울특별시 서초구 반포본동,2637,3046,1629,1878,4266,4924,37.5031833,127.0079167
309,572,서울특별시 서초구 방배1동,1574,3623,775,1414,2349,5037,37.4832955,126.9944149
310,573,서울특별시 서초구 방배2동,571,1301,174,408,745,1709,37.4798788,126.9854989
311,574,서울특별시 서초구 방배3동,947,2082,679,1186,1626,3268,37.480185,126.9990806
312,575,서울특별시 서초구 방배4동,2173,2900,1102,1288,3275,4188,37.4895447,126.9912761
313,576,서울특별시 서초구 방배동,47736,42804,26357,20780,74093,63584,37.4799348,126.9934602
314,577,서울특별시 서초구 방배본동,424,794,48,194,472,988,37.4941271,126.9887762
315,578,서울특별시 서초구 서초1동,4471,4872,1710,1882,6181,6754,37.4887673,127.0190234
316,579,서울특별시 서초구 서초2동,5161,5649,1801,2392,6962,8041,37.492017,127.0247167
317,580,서울특별시 서초구 서초3동,7980,6630,2933,2239,10913,8869,37.4836008,127.0124412
318,581,서울특별시 서초구 서초4동,5259,3690,2457,1848,7716,5538,37.5026266,127.0221057
319,582,서울특별시 서초구 서초동,57440,45521,21311,20709,78751,66230,37.4876872,127.0174271
320,583,서울특별시 서초구 양재1동,14820,19230,9373,11699,24193,30929,37.4844071,127.0361048
321,584,서울특별시 서초구 양재2동,3434,5814,1564,3579,4998,9393,37.4707419,127.0413547
322,585,서울특별시 서초구 양재동,18191,17487,7952,9173,26143,26660,37.4731977,127.0381702
323,586,서울특별시 서초구 염곡동,181,327,73,232,254,559,37.463043,127.0544047
324,587,서울특별시 서초구 우면동,1325,7070,409,3338,1734,10408,37.4651959,127.0164423
325,588,서울특별시 서초구 원지동,147,145,17,65,164,210,37.4423018,127.0498797
326,589,서울특별시 서초구 잠원동,16414,27972,9133,15887,25547,43859,37.514847,127.0143281
327,590,서울특별시 성동구 금호1가동,507,4740,281,2750,788,7490,37.5547592,127.0211043
328,591,서울특별시 성동구 금호2.3가동,4649,6483,2637,3183,7286,9666,37.5529815,127.0211044
329,592,서울특별시 성동구 금호4가동,2576,2906,1356,1629,3932,4535,37.5472602,127.0223264
330,593,서울특별시 성동구 금호동1가,3792,6237,1519,3143,5311,9380,37.5543643,127.0244491
331,594,서울특별시 성동구 금호동2가,599,1067,299,449,898,1516,37.5519831,127.0230371
332,595,서울특별시 성동구 금호동3가,1815,1632,348,546,2163,2178,37.5495775,127.0211452
333,596,서울특별시 성동구 금호동4가,1379,2010,478,1018,1857,3028,37.5452268,127.025308
334,597,서울특별시 성동구 마장동,5318,7194,2341,3646,7659,10840,37.5662583,127.0453796
335,598,서울특별시 성동구 사근동,5653,4259,3676,2248,9329,6507,37.5610919,127.0459627
336,599,서울특별시 성동구 성수1가1동,4249,2352,1887,1075,6136,3427,37.5393726,127.0475472
337,600,서울특별시 성동구 성수1가2동,4079,1631,1869,843,5948,2474,37.5462887,127.0442133
338,601,서울특별시 성동구 성수2가1동,2015,2448,812,1403,2827,3851,37.5394557,127.0540185
339,602,서울특별시 성동구 성수2가3동,1980,2437,1091,1702,3071,4139,37.5483166,127.0549622
340,603,서울특별시 성동구 성수동1가,3399,3482,1506,2019,4905,5501,37.5435182,127.0437247
341,604,서울특별시 성동구 성수동2가,12130,13105,6801,7856,18931,20961,37.5394428,127.0542534
342,605,서울특별시 성동구 송정동,2561,5086,1186,3366,3747,8452,37.5527653,127.0608277
343,606,서울특별시 성동구 옥수동,8488,9401,4430,5264,12918,14665,37.54359350000001,127.0134664
344,607,서울특별시 성동구 왕십리2동,6084,7201,3731,4161,9815,11362,37.5610086,127.0304642
345,608,서울특별시 성동구 왕십리도선동,8737,6347,5897,3574,14634,9921,37.5659801,127.031437
346,609,서울특별시 성동구 용답동,11780,12091,7286,7674,19066,19765,37.5640647,127.0554067
347,610,서울특별시 성동구 응봉동,1587,8161,902,4958,2489,13119,37.5505499,127.0341139
348,611,서울특별시 성동구 하왕십리동,3535,4042,1993,2363,5528,6405,37.5689559,127.0279598
349,612,서울특별시 성동구 행당1동,5997,4586,3574,2315,9571,6901,37.5584261,127.0361028
350,613,서울특별시 성동구 행당2동,3434,1625,1600,865,5034,2490,37.55787,127.0292984
351,614,서울특별시 성동구 행당동,19344,10827,10096,5854,29440,16681,37.5574629,127.0347413
352,615,서울특별시 성동구 홍익동,510,629,200,249,710,878,37.5662961,127.0317252
353,616,서울특별시 성북구 길음1동,16092,20166,8927,12536,25019,32702,37.6041422,127.0221588
354,617,서울특별시 성북구 길음2동,4467,4848,1918,3016,6385,7864,37.606614,127.0272973
355,618,서울특별시 성북구 길음동,1281,5439,456,3538,1737,8977,37.6073126,127.023926
356,619,서울특별시 성북구 돈암1동,92,174,37,68,129,242,37.6033644,127.0264084
357,620,서울특별시 성북구 돈암2동,1174,3399,539,2039,1713,5438,37.5978368,127.0107711
358,621,서울특별시 성북구 돈암동,21580,23396,12995,15301,34575,38697,37.6005277,127.023636
359,622,서울특별시 성북구 동선동,21837,14726,14138,10022,35975,24748,37.5935604,127.0157427
360,623,서울특별시 성북구 동선동2가,333,56,215,27,548,83,37.5901288,127.0200219
361,624,서울특별시 성북구 동선동4가,11892,2983,7756,1786,19648,4769,37.5952422,127.0188196
362,625,서울특별시 성북구 동소문동1가,4207,955,2831,614,7038,1569,37.5899255,127.0074184
363,626,서울특별시 성북구 동소문동2가,9239,11113,6250,7451,15489,18564,37.58880360000001,127.0083383
364,627,서울특별시 성북구 동소문동4가,611,44,278,14,889,58,37.5915901,127.0107586
365,628,서울특별시 성북구 동소문동5가,4538,1031,3034,878,7572,1909,37.5917188,127.0152386
366,629,서울특별시 성북구 동소문동7가,1301,1839,499,1053,1800,2892,37.5961103,127.0142669
367,630,서울특별시 성북구 보문동,3773,3983,2624,2179,6397,6162,37.5803121,127.0227704
368,631,서울특별시 성북구 보문동5가,911,1978,630,1105,1541,3083,37.5823256,127.0200777
369,632,서울특별시 성북구 보문동7가,1177,2112,576,1008,1753,3120,37.5797898,127.0225999
370,633,서울특별시 성북구 삼선동,2436,5242,1184,3288,3620,8530,37.5939763,127.0105212
371,634,서울특별시 성북구 삼선동2가,3,39,4,37,7,76,37.5829592,127.0120379
372,635,서울특별시 성북구 삼선동3가,24,16,8,9,32,25,37.5866444,127.0127559
373,636,서울특별시 성북구 삼선동4가,8186,5782,4356,3282,12542,9064,37.5896877,127.0129667
374,637,서울특별시 성북구 삼선동5가,3815,4569,2170,2603,5985,7172,37.5885021,127.0155886
375,638,서울특별시 성북구 상월곡동,1586,3949,973,3142,2559,7091,37.603604,127.0499508
376,639,서울특별시 성북구 석관동,15366,8209,9930,5065,25296,13274,37.6084827,127.0609186
377,640,서울특별시 성북구 성북동,9130,8020,5185,4642,14315,12662,37.5909485,127.003439
378,641,서울특별시 성북구 성북동1가,575,931,310,523,885,1454,37.5893957,127.0038114
379,642,서울특별시 성북구 안암동,3113,3521,2107,2149,5220,5670,37.5858384,127.0213534
380,643,서울특별시 성북구 안암동1가,32,85,23,80,55,165,37.5884727,127.0215331
381,644,서울특별시 성북구 안암동2가,494,1050,347,704,841,1754,37.5871412,127.0231089
382,645,서울특별시 성북구 안암동5가,7039,7598,5246,4818,12285,12416,37.5866998,127.0290956
383,646,서울특별시 성북구 월곡1동,2012,3304,1353,1966,3365,5270,37.610225,127.0374875
384,647,서울특별시 성북구 월곡2동,4573,3959,2776,2436,7349,6395,37.6025867,127.0394902
385,648,서울특별시 성북구 장위1동,1806,9132,780,6307,2586,15439,37.6139744,127.0436564
386,649,서울특별시 성북구 장위2동,1025,1604,469,1105,1494,2709,37.6122528,127.0545994
387,650,서울특별시 성북구 장위3동,2254,4951,1259,2853,3513,7804,37.6165023,127.0565711
388,651,서울특별시 성북구 장위동,8916,13600,5502,9164,14418,22764,37.6156087,127.0507954
389,652,서울특별시 성북구 정릉1동,3778,15066,1794,9785,5572,24851,37.6013925,127.0166034
390,653,서울특별시 성북구 정릉2동,2457,7429,1104,5013,3561,12442,37.604475,127.0109379
391,654,서울특별시 성북구 정릉3동,1495,3432,921,2729,2416,6161,37.6087243,127.0041325
392,655,서울특별시 성북구 정릉4동,2046,9353,1047,6184,3093,15537,37.6133078,127.006965
393,656,서울특별시 성북구 정릉동,18865,27534,9541,17646,28406,45180,37.61449289999999,127.0002306
394,657,서울특별시 성북구 종암동,16171,26381,9224,16541,25395,42922,37.60017089999999,127.031602
395,658,서울특별시 성북구 하월곡동,6597,8944,3211,5410,9808,14354,37.6041779,127.0409997
396,659,서울특별시 송파구 가락1동,8055,10284,4837,6150,12892,16434,37.4964619,127.1055147
397,660,서울특별시 송파구 가락2동,214,637,160,412,374,1049,37.498712,127.1266796
398,661,서울특별시 송파구 가락동,12013,17515,6990,10440,19003,27955,37.4952783,127.1157128
399,662,서울특별시 송파구 가락본동,8813,7509,3674,4476,12487,11985,37.4954903,127.1217072
400,663,서울특별시 송파구 거여1동,605,3433,248,2078,853,5511,37.4970185,127.143372
401,664,서울특별시 송파구 거여2동,1976,3264,1294,2037,3270,5301,37.49349100000001,127.1468718
402,665,서울특별시 송파구 거여동,5733,7792,3189,4286,8922,12078,37.4900434,127.1462058
403,666,서울특별시 송파구 마천1동,1107,4246,720,2888,1827,7134,37.4959357,127.1498994
404,667,서울특별시 송파구 마천2동,557,3334,357,2250,914,5584,37.4968796,127.1485105
405,668,서울특별시 송파구 마천동,3584,8368,1847,5347,5431,13715,37.4976485,127.1530166
406,669,서울특별시 송파구 문정1동,456,2750,234,1590,690,4340,37.490047,127.1241801
407,670,서울특별시 송파구 문정2동,12456,7529,6173,4861,18629,12390,37.4898248,127.1108474
408,671,서울특별시 송파구 문정동,3571,7062,1548,4688,5119,11750,37.4851331,127.1238462
409,672,서울특별시 송파구 방이1동,3013,1842,676,1059,3689,2901,37.5109334,127.1238455
410,673,서울특별시 송파구 방이2동,2997,1922,2502,1572,5499,3494,37.5145158,127.1144024
411,674,서울특별시 송파구 방이동,15514,14044,7984,8567,23498,22611,37.5164031,127.1215351
412,675,서울특별시 송파구 삼전동,4345,8536,2053,5099,6398,13635,37.5027949,127.0925158
413,676,서울특별시 송파구 석촌동,14535,15810,8093,9043,22628,24853,37.503517,127.1035697
414,677,서울특별시 송파구 송파1동,2419,1597,1414,997,3833,2594,37.5058778,127.1096251
415,678,서울특별시 송파구 송파2동,5021,6988,2329,4054,7350,11042,37.5022674,127.1166805
416,679,서울특별시 송파구 송파동,16140,16759,7792,10343,23932,27102,37.50460899999999,127.1119305
417,680,서울특별시 송파구 신천동,17864,10255,7959,5199,25823,15454,37.5200705,127.0995
418,681,서울특별시 송파구 오금동,8420,14122,3700,8498,12120,22620,37.5029895,127.1278734
419,682,서울특별시 송파구 오륜동,5221,2141,3001,998,8222,3139,37.5154331,127.1343724
420,683,서울특별시 송파구 위례동,2382,5557,527,3518,2909,9075,37.5145437,127.1065971
421,684,서울특별시 송파구 잠실2동,714,1828,337,703,1051,2531,37.5156676,127.0856413
422,685,서울특별시 송파구 잠실3동,3248,4396,1503,2142,4751,6538,37.5071834,127.0941266
423,686,서울특별시 송파구 잠실4동,1911,1691,1399,937,3310,2628,37.5200285,127.1084342
424,687,서울특별시 송파구 잠실6동,13707,2555,6910,1478,20617,4033,37.5179042,127.1007366
425,688,서울특별시 송파구 잠실동,56368,34256,33489,16474,89857,50730,37.5061273,127.0842945
426,689,서울특별시 송파구 잠실본동,6611,10323,3506,5300,10117,15623,37.5061273,127.0842945
427,690,서울특별시 송파구 장지동,11649,12992,3485,7910,15134,20902,37.4773867,127.1285282
428,691,서울특별시 송파구 풍납1동,277,595,121,980,398,1575,37.5382351,127.1220949
429,692,서울특별시 송파구 풍납2동,1751,4172,2186,2393,3937,6565,37.5286251,127.1164568
430,693,서울특별시 송파구 풍납동,6960,8514,3935,5318,10895,13832,37.5327384,127.1134887
431,694,서울특별시 양천구 목1동,17751,5303,6553,2641,24304,7944,37.5303155,126.8711197
432,695,서울특별시 양천구 목2동,12367,14048,8118,7960,20485,22008,37.5460906,126.8717032
433,696,서울특별시 양천구 목3동,738,2821,351,1446,1089,4267,37.5448407,126.8643419
434,697,서울특별시 양천구 목4동,1261,3568,517,2152,1778,5720,37.5323423,126.8683419
435,698,서울특별시 양천구 목5동,1038,3866,400,2563,1438,6429,37.5350651,126.8785078
436,699,서울특별시 양천구 목동,76887,56120,31599,30388,108486,86508,37.5370192,126.8735297
437,700,서울특별시 양천구 신월1동,2,486,2,471,4,957,37.5329255,126.8313455
438,701,서울특별시 양천구 신월2동,1613,2765,662,1376,2275,4141,37.5249267,126.8445674
439,702,서울특별시 양천구 신월4동,1482,4528,626,3169,2108,7697,37.519981,126.8365553
440,703,서울특별시 양천구 신월5동,133,1172,40,504,173,1676,37.5396466,126.8273457
441,704,서울특별시 양천구 신월6동,1195,2997,523,1869,1718,4866,37.5160668,126.8436787
442,705,서울특별시 양천구 신월7동,597,3839,230,2084,827,5923,37.5218429,126.8346794
443,706,서울특별시 양천구 신월동,16682,37435,8545,22651,25227,60086,37.519981,126.8365553
444,707,서울특별시 양천구 신정1동,767,2217,529,990,1296,3207,37.5184827,126.8542326
445,708,서울특별시 양천구 신정2동,3580,8094,1537,6275,5117,14369,37.5191779,126.870676
446,709,서울특별시 양천구 신정3동,4385,10869,1796,6761,6181,17630,37.5150671,126.8548167
447,710,서울특별시 양천구 신정4동,609,253,152,104,761,357,37.5233712,126.8586771
448,711,서울특별시 양천구 신정6동,743,2124,276,1022,1019,3146,37.5169831,126.8643707
449,712,서울특별시 양천구 신정7동,1057,2972,386,1682,1443,4654,37.5143723,126.8596492
450,713,서울특별시 양천구 신정동,46831,44533,22098,24432,68929,68965,37.5166014,126.8638714
451,714,서울특별시 영등포구 당산1동,4750,6065,2447,2985,7197,9050,37.5249277,126.8974232
452,715,서울특별시 영등포구 당산2동,2190,3334,1028,2084,3218,5418,37.5347036,126.9021445
453,716,서울특별시 영등포구 당산동,384,1149,213,657,597,1806,37.5391115,126.9033939
454,717,서울특별시 영등포구 당산동2가,267,352,145,156,412,508,37.5223863,126.8938653
455,718,서울특별시 영등포구 당산동3가,4874,2494,3083,1308,7957,3802,37.5255183,126.8972369
456,719,서울특별시 영등포구 당산동4가,373,422,158,256,531,678,37.5287389,126.8995556
457,720,서울특별시 영등포구 당산동5가,2133,2202,444,1113,2577,3315,37.5322248,126.9010187
458,721,서울특별시 영등포구 당산동6가,25610,12674,16763,6286,42373,18960,37.5340872,126.9029485
459,722,서울특별시 영등포구 대림1동,4467,7022,1208,3288,5675,10310,37.4953754,126.9058392
460,723,서울특별시 영등포구 대림2동,2187,3589,1149,1494,3336,5083,37.4926816,126.8982291
461,724,서울특별시 영등포구 대림3동,1044,4862,561,3128,1605,7990,37.498236,126.8980349
462,725,서울특별시 영등포구 대림동,7084,10107,3245,4929,10329,15036,37.4955091,126.899438
463,726,서울특별시 영등포구 도림동,2567,9557,1156,5675,3723,15232,37.5094016,126.8960068
464,727,서울특별시 영등포구 문래동,3986,4775,1887,2979,5873,7754,37.5169837,126.8993953
465,728,서울특별시 영등포구 문래동2가,73,101,10,36,83,137,37.512853,126.8926425
466,729,서울특별시 영등포구 문래동3가,6221,2457,3062,900,9283,3357,37.5176033,126.895289
467,730,서울특별시 영등포구 문래동4가,17,5,2,0,19,5,37.514032,126.8902211
468,731,서울특별시 영등포구 문래동5가,22,154,1,137,23,291,37.5167213,126.8830905
469,732,서울특별시 영등포구 문래동6가,137,797,54,325,191,1122,37.5191463,126.8858554
470,733,서울특별시 영등포구 신길1동,2248,5264,1191,2999,3439,8263,37.5109018,126.9213373
471,734,서울특별시 영등포구 신길3동,1111,3587,481,2042,1592,5629,37.507263,126.9077007
472,735,서울특별시 영등포구 신길4동,745,1788,338,857,1083,2645,37.508319,126.9113663
473,736,서울특별시 영등포구 신길5동,751,917,454,610,1205,1527,37.5015967,126.9052561
474,737,서울특별시 영등포구 신길6동,7363,10826,4389,6006,11752,16832,37.499347,126.9098667
475,738,서울특별시 영등포구 신길7동,1425,1912,576,1029,2001,2941,37.5063464,126.9213654
476,739,서울특별시 영등포구 신길동,22661,39666,10841,20303,33502,59969,37.5062485,126.9139521
477,740,서울특별시 영등포구 양평1동,3381,4940,1827,2540,5208,7480,37.5236497,126.8882292
478,741,서울특별시 영등포구 양평2동,3156,5085,1628,2515,4784,7600,37.5377591,126.895923
479,742,서울특별시 영등포구 양평동1가,930,1399,391,494,1321,1893,37.5231632,126.8886362
480,743,서울특별시 영등포구 양평동3가,369,2358,127,1425,496,3783,37.5289951,126.8924107
481,744,서울특별시 영등포구 양평동4가,2102,1852,677,926,2779,2778,37.5361297,126.8960904
482,745,서울특별시 영등포구 양평동5가,230,242,31,53,261,295,37.5399253,126.8928726
483,746,서울특별시 영등포구 양평동6가,36,1,4,0,40,1,37.542319,126.8890103
484,747,서울특별시 영등포구 양화동,4449,5228,2219,2639,6668,7867,37.5483754,126.8890567
485,748,서울특별시 영등포구 여의도동,63493,23531,30196,12728,93689,36259,37.5175402,126.9345308
486,749,서울특별시 영등포구 여의동,6971,4256,3242,2415,10213,6671,37.5175402,126.9345308
487,750,서울특별시 영등포구 영등포동,7754,6077,4171,3202,11925,9279,37.5132559,126.9057791
488,751,서울특별시 영등포구 영등포동3가,45938,19201,25681,10305,71619,29506,37.5177549,126.907807
489,752,서울특별시 영등포구 영등포동4가,1037,284,435,196,1472,480,37.5175989,126.9037763
490,753,서울특별시 영등포구 영등포동5가,1092,857,740,523,1832,1380,37.5210958,126.9067076
491,754,서울특별시 영등포구 영등포동6가,51,110,17,52,68,162,37.5215695,126.9032507
492,755,서울특별시 영등포구 영등포동7가,1538,2717,746,1635,2284,4352,37.52437279999999,126.9070793
493,756,서울특별시 영등포구 영등포동8가,3429,7180,1616,4057,5045,11237,37.5283387,126.905394
494,757,서울특별시 영등포구 영등포본동,4887,3633,2931,1825,7818,5458,37.5145952,126.9093664
495,758,서울특별시 용산구 갈월동,276,497,187,179,463,676,37.5473301,126.9722574
496,759,서울특별시 용산구 남영동,28965,21223,16978,10460,45943,31683,37.5455655,126.9744151
497,760,서울특별시 용산구 도원동,337,1962,124,1308,461,3270,37.5383838,126.9554387
498,761,서울특별시 용산구 동빙고동,32,19,0,0,32,19,37.5252779,126.9947366
499,762,서울특별시 용산구 문배동,223,406,43,133,266,539,37.5370133,126.9696862
500,763,서울특별시 용산구 보광동,3387,7254,1431,3571,4818,10825,37.5265039,127.0011919
501,764,서울특별시 용산구 산천동,253,1405,103,952,356,2357,37.5352218,126.9508826
502,765,서울특별시 용산구 서계동,1825,5042,893,3462,2718,8504,37.5524394,126.9658264
503,766,서울특별시 용산구 서빙고동,4389,8936,2177,4686,6566,13622,37.520402,126.9945799
504,767,서울특별시 용산구 신계동,448,373,227,181,675,554,37.53528379999999,126.9666019
505,768,서울특별시 용산구 용문동,1759,1839,662,877,2421,2716,37.5383431,126.9584999
506,769,서울특별시 용산구 용산2가동,5667,7252,2668,3961,8335,11213,37.5458707,126.9854421
507,770,서울특별시 용산구 용산동1가,2035,2065,1122,1240,3157,3305,37.5402895,126.9769997
508,771,서울특별시 용산구 용산동2가,1671,2568,478,1258,2149,3826,37.5407943,126.9835695
509,772,서울특별시 용산구 용산동5가,633,378,457,169,1090,547,37.5261782,126.9746368
510,773,서울특별시 용산구 용산동6가,2052,1013,430,603,2482,1616,37.52332699999999,126.9841218
511,774,서울특별시 용산구 원효로1가,2409,2393,1339,1181,3748,3574,37.5399325,126.9674607
512,775,서울특별시 용산구 원효로1동,3360,6569,1868,3790,5228,10359,37.5388162,126.9657772
513,776,서울특별시 용산구 원효로2가,643,843,380,567,1023,1410,37.53600369999999,126.9628655
514,777,서울특별시 용산구 원효로2동,2582,6157,1316,3662,3898,9819,37.53426049999999,126.9515837
515,778,서울특별시 용산구 원효로3가,37,79,9,5,46,84,37.5347545,126.95735
516,779,서울특별시 용산구 원효로4가,0,117,0,72,0,189,37.5323003,126.9504725
517,780,서울특별시 용산구 이촌1동,417,313,153,190,570,503,37.5212905,126.973027
518,781,서울특별시 용산구 이촌2동,5293,4905,2280,2873,7573,7778,37.5268725,126.9541116
519,782,서울특별시 용산구 이촌동,4639,6854,2455,3371,7094,10225,37.5161216,126.9660695
520,783,서울특별시 용산구 이태원1동,51,113,0,0,51,113,37.5323175,126.9949965
521,784,서울특별시 용산구 이태원2동,4791,4868,1655,2870,6446,7738,37.5407324,126.9897188
522,785,서울특별시 용산구 이태원동,16867,14329,9361,7696,26228,22025,37.5400456,126.9921017
523,786,서울특별시 용산구 청암동,47,2,25,2,72,4,37.5343891,126.9461605
524,787,서울특별시 용산구 청파동,2564,5646,1127,2553,3691,8199,37.5435097,126.9696097
525,788,서울특별시 용산구 청파동2가,1642,3652,925,1505,2567,5157,37.54585,126.9680402
526,789,서울특별시 용산구 한강로1가,9818,4789,6021,2839,15839,7628,37.5375702,126.9730964
527,790,서울특별시 용산구 한강로2가,81,90,27,39,108,129,37.5316834,126.9696924
528,791,서울특별시 용산구 한강로3가,5358,1556,3063,654,8421,2210,37.52909229999999,126.9606764
529,792,서울특별시 용산구 한강로동,25101,14120,13660,6641,38761,20761,37.5290615,126.9694881
530,793,서울특별시 용산구 한남동,40299,32788,21623,19818,61922,52606,37.5311789,127.0062454
531,794,서울특별시 용산구 효창동,3199,7373,1670,4081,4869,11454,37.5417318,126.9613055
532,795,서울특별시 용산구 후암동,3657,8385,1372,5003,5029,13388,37.5498915,126.9814212
533,796,서울특별시 은평구 갈현1동,6174,4246,3972,2904,10146,7150,37.623527,126.9167796
534,797,서울특별시 은평구 갈현2동,632,1382,200,680,832,2062,37.6185555,126.9157518
535,798,서울특별시 은평구 갈현동,4973,10982,2059,7529,7032,18511,37.6220821,126.9137086
536,799,서울특별시 은평구 구산동,6206,14965,2081,9815,8287,24780,37.6117223,126.9103085
537,800,서울특별시 은평구 녹번동,8186,9841,3900,5331,12086,15172,37.6059975,126.9339654
538,801,서울특별시 은평구 대조동,22279,13655,13037,8226,35316,21881,37.6141112,126.9208904
539,802,서울특별시 은평구 불광1동,8781,11401,4895,6481,13676,17882,37.6103068,126.9319455
540,803,서울특별시 은평구 불광2동,13331,8517,7932,5216,21263,13733,37.6215274,126.9276956
541,804,서울특별시 은평구 불광동,14810,18797,10161,11010,24971,29807,37.6183087,126.9390451
542,805,서울특별시 은평구 수색동,4029,9068,2227,5697,6256,14765,37.5840042,126.8955434
543,806,서울특별시 은평구 신사1동,4950,6456,2846,3966,7796,10422,37.598002,126.9121697
544,807,서울특별시 은평구 신사2동,7571,7040,3238,3725,10809,10765,37.5918918,126.9124479
545,808,서울특별시 은평구 신사동,6692,11550,3490,7094,10182,18644,37.5953803,126.9075953
546,809,서울특별시 은평구 역촌동,16971,19935,8694,11779,25665,31714,37.6044517,126.9169535
547,810,서울특별시 은평구 응암1동,3638,3990,1597,2098,5235,6088,37.60064089999999,126.9267232
548,811,서울특별시 은평구 응암2동,1451,6240,715,4013,2166,10253,37.5945306,126.9231128
549,812,서울특별시 은평구 응암3동,819,2428,317,1285,1136,3713,37.5922528,126.9157525
550,813,서울특별시 은평구 응암동,23363,32957,13639,18715,37002,51672,37.5926646,126.9205206
551,814,서울특별시 은평구 증산동,5125,6115,2032,2881,7157,8996,37.5849961,126.907314
552,815,서울특별시 은평구 진관동,20269,25964,11161,16539,31430,42503,37.6413466,126.9421897
553,816,서울특별시 종로구 가회동,253,699,64,270,317,969,37.5800055,126.9846912
554,817,서울특별시 종로구 경운동,31,51,11,10,42,61,37.57452869999999,126.9866772
555,818,서울특별시 종로구 계동,31,424,3,201,34,625,37.5806885,126.9871195
556,819,서울특별시 종로구 관수동,55,54,40,28,95,82,37.5690222,126.9904296
557,820,서울특별시 종로구 관훈동,3778,1495,1714,680,5492,2175,37.5739965,126.9848994
558,821,서울특별시 종로구 교남동,3255,4848,1877,2749,5132,7597,37.5718391,126.9619706
559,822,서울특별시 종로구 교북동,806,341,347,118,1153,459,37.5714471,126.961324
560,823,서울특별시 종로구 구기동,0,22,0,0,0,22,37.6180692,126.9581885
561,824,서울특별시 종로구 명륜1가,108,702,47,516,155,1218,37.5881388,126.9979737
562,825,서울특별시 종로구 명륜2가,0,0,0,0,0,0,37.5845012,126.9990943
563,826,서울특별시 종로구 명륜3가,923,1425,366,1031,1289,2456,37.589259,126.9923661
564,827,서울특별시 종로구 명륜4가,7994,1420,3340,719,11334,2139,37.58215149999999,126.9997419
565,828,서울특별시 종로구 묘동,272,176,73,101,345,277,37.5722755,126.9917495
566,829,서울특별시 종로구 무악동,3831,5044,2108,2801,5939,7845,37.5773553,126.9586242
567,830,서울특별시 종로구 부암동,4866,9873,2253,6102,7119,15975,37.5962608,126.9676991
568,831,서울특별시 종로구 사직동,16765,7807,7856,4517,24621,12324,37.5761637,126.9688063
569,832,서울특별시 종로구 삼청동,2543,1560,855,687,3398,2247,37.5848379,126.9819133
570,833,서울특별시 종로구 세종로,13210,3662,5662,1643,18872,5305,37.5822874,126.9769233
571,834,서울특별시 종로구 숭인1동,11545,9806,7313,7401,18858,17207,37.5777283,127.0156602
572,835,서울특별시 종로구 숭인2동,287,599,147,528,434,1127,37.5748398,127.0199379
