,index,주소,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,승차승객합,하차승객합,lat,lng
573,836,서울특별시 종로구 숭인동,1191,1907,682,1196,1873,3103,37.5747055,127.0186416
574,837,서울특별시 종로구 신문로1가,279,174,173,139,452,313,37.5700056,126.9738934
575,838,서울특별시 종로구 안국동,2807,1619,1239,754,4046,2373,37.5771212,126.983616
576,839,서울특별시 종로구 연건동,7198,2200,2658,1037,9856,3237,37.578917,126.9995883
577,840,서울특별시 종로구 예지동,52,21,21,5,73,26,37.569664,126.9983878
578,841,서울특별시 종로구 옥인동,99,731,42,423,141,1154,37.5841277,126.9617495
579,842,서울특별시 종로구 운니동,10,4,0,2,10,6,37.5763581,126.9880684
580,843,서울특별시 종로구 원남동,1797,1246,521,608,2318,1854,37.57554349999999,126.9974476
581,844,서울특별시 종로구 원서동,22,314,4,273,26,587,37.580603,126.9887674
582,845,서울특별시 종로구 이화동,15641,9552,8885,5338,24526,14890,37.5769232,127.0043003
583,846,서울특별시 종로구 인사동,20908,4677,13840,2643,34748,7320,37.5716555,126.9862326
584,847,서울특별시 종로구 인의동,279,301,111,93,390,394,37.57223130000001,126.9974345
585,848,서울특별시 종로구 재동,540,115,194,45,734,160,37.57840729999999,126.9851898
586,849,서울특별시 종로구 종로1.2.3.4가동,13572,4653,6588,2383,20160,7036,37.5706457,126.988968
587,850,서울특별시 종로구 종로1가,15262,4070,8089,2416,23351,6486,37.5701623,126.9802978
588,851,서울특별시 종로구 종로2가,904,570,663,316,1567,886,37.5701735,126.985657
589,852,서울특별시 종로구 종로3가,21820,5835,14084,3601,35904,9436,37.5703665,126.9919515
590,853,서울특별시 종로구 종로4가,8371,3137,4630,2273,13001,5410,37.5705927,126.9971121
591,854,서울특별시 종로구 종로5.6가동,1931,2788,932,1926,2863,4714,37.5719508,127.0050224
592,855,서울특별시 종로구 종로5가,7778,2594,4214,1713,11992,4307,37.5704682,127.0038437
593,856,서울특별시 종로구 종로6가,352,185,201,112,553,297,37.571853,127.0078329
594,857,서울특별시 종로구 창신1동,473,1018,321,519,794,1537,37.5706742,127.0163263
595,858,서울특별시 종로구 창신2동,169,497,82,408,251,905,37.5744237,127.0108268
596,859,서울특별시 종로구 창신3동,264,1606,133,1188,397,2794,37.5777563,127.0149653
597,860,서울특별시 종로구 창신동,12469,10849,8857,8905,21326,19754,37.5750914,127.0121575
598,861,서울특별시 종로구 청운동,31,187,8,96,39,283,37.58936620000001,126.9697192
599,862,서울특별시 종로구 청운효자동,3048,5261,874,2951,3922,8212,37.5840608,126.9705804
600,863,서울특별시 종로구 체부동,8835,2976,5071,1325,13906,4301,37.577354,126.9709019
601,864,서울특별시 종로구 통인동,48,91,29,52,77,143,37.5803981,126.9701593
602,865,서울특별시 종로구 평창동,6378,11164,2045,6460,8423,17624,37.6053351,126.9668582
603,866,서울특별시 종로구 혜화동,22222,11553,13228,7151,35450,18704,37.586755,127.0003554
604,867,서울특별시 종로구 홍지동,455,1385,74,565,529,1950,37.601247,126.9562041
605,868,서울특별시 종로구 홍파동,7,24,1,3,8,27,37.5709038,126.9639262
606,869,서울특별시 종로구 효제동,2773,1022,1414,597,4187,1619,37.5738196,127.0027668
607,870,서울특별시 중구 광희동,3041,2289,2237,1374,5278,3663,37.5644798,127.0052446
608,871,서울특별시 중구 남대문로2가,4337,1141,2423,820,6760,1961,37.5638735,126.9820656
609,872,서울특별시 중구 남대문로3가,5992,2764,3591,1525,9583,4289,37.5619687,126.9803334
610,873,서울특별시 중구 남대문로5가,6134,2892,3918,2147,10052,5039,37.5562032,126.9749646
611,874,서울특별시 중구 남창동,2838,1463,1805,982,4643,2445,37.5578822,126.9772626
612,875,서울특별시 중구 다동,2132,858,1291,525,3423,1383,37.5678759,126.9811398
613,876,서울특별시 중구 다산동,1498,2908,897,1656,2395,4564,37.554376,127.0084746
614,877,서울특별시 중구 동화동,96,731,70,386,166,1117,37.559973,127.018296
615,878,서울특별시 중구 만리동2가,600,1244,243,723,843,1967,37.5547643,126.964253
616,879,서울특별시 중구 명동,8083,4842,4931,2661,13014,7503,37.55998,126.9858296
617,880,서울특별시 중구 방산동,226,199,182,137,408,336,37.5688961,127.0028604
618,881,서울특별시 중구 봉래동2가,25079,18497,15586,9244,40665,27741,37.5564965,126.9710206
619,882,서울특별시 중구 서소문동,4596,1074,2524,738,7120,1812,37.5628953,126.97381
620,883,서울특별시 중구 소공동,6388,2223,3416,1281,9804,3504,37.5623685,126.9770254
621,884,서울특별시 중구 신당5동,3114,4353,1739,2889,4853,7242,37.565064,127.021826
622,885,서울특별시 중구 신당동,23526,16719,14076,11038,37602,27757,37.5615738,127.0194523
623,886,서울특별시 중구 쌍림동,2494,3464,1893,1946,4387,5410,37.5635752,127.0043943
624,887,서울특별시 중구 약수동,1419,3415,664,1626,2083,5041,37.554347,127.011001
625,888,서울특별시 중구 예장동,3397,458,220,44,3617,502,37.5551027,126.9896164
626,889,서울특별시 중구 을지로1가,1841,531,1113,372,2954,903,37.5659887,126.9807672
627,890,서울특별시 중구 을지로2가,5537,1906,3022,879,8559,2785,37.5658904,126.9850802
628,891,서울특별시 중구 을지로3가,3662,1214,2520,383,6182,1597,37.5661262,126.9916862
629,892,서울특별시 중구 을지로4가,1817,808,982,357,2799,1165,37.5664649,126.9978028
630,893,서울특별시 중구 을지로5가,487,295,258,98,745,393,37.5664267,127.0025169
631,894,서울특별시 중구 을지로6가,11454,5098,8133,3290,19587,8388,37.5675139,127.0065887
632,895,서울특별시 중구 을지로동,887,685,659,442,1546,1127,37.5667292,126.9913019
633,896,서울특별시 중구 의주로1가,3962,3212,1791,1598,5753,4810,37.564763,126.9681904
634,897,서울특별시 중구 장충동,5712,2516,1857,1288,7569,3804,37.5617581,127.0077164
635,898,서울특별시 중구 장충동1가,1029,726,418,456,1447,1182,37.5608027,127.0076024
636,899,서울특별시 중구 장충동2가,21,57,1,8,22,65,37.5553677,127.0021234
637,900,서울특별시 중구 저동1가,3480,2841,2113,1399,5593,4240,37.5642948,126.9879413
638,901,서울특별시 중구 정동,5012,4500,3420,1615,8432,6115,37.5665684,126.9728716
639,902,서울특별시 중구 중림동,5404,8335,3565,4808,8969,13143,37.55475819999999,126.9644988
640,903,서울특별시 중구 충무로1가,2055,809,1090,575,3145,1384,37.5609432,126.9825464
641,904,서울특별시 중구 충무로5가,1013,813,494,460,1507,1273,37.5633775,127.0003222
642,905,서울특별시 중구 태평로2가,2987,1312,1555,679,4542,1991,37.5630763,126.9765618
643,906,서울특별시 중구 필동,49,381,73,227,122,608,37.5600911,126.9955787
644,907,서울특별시 중구 필동1가,2353,864,1741,642,4094,1506,37.5609015,126.9924937
645,908,서울특별시 중구 필동2가,1278,406,955,200,2233,606,37.5598189,126.9946111
646,909,서울특별시 중구 황학동,928,855,524,584,1452,1439,37.5674517,127.0214099
647,910,서울특별시 중구 회현동,1075,3554,657,1182,1732,4736,37.5572302,126.9793303
648,911,서울특별시 중구 회현동2가,836,974,405,623,1241,1597,37.5589433,126.9829133
649,912,서울특별시 중구 흥인동,576,568,526,867,1102,1435,37.5674439,127.0167756
650,913,서울특별시 중랑구 망우3동,281,1357,131,840,412,2197,37.5927,127.0981797
651,914,서울특별시 중랑구 망우동,5613,13124,2503,8209,8116,21333,37.60002619999999,127.1068617
652,915,서울특별시 중랑구 망우본동,6397,6576,3187,3835,9584,10411,37.6012551,127.1065397
653,916,서울특별시 중랑구 면목2동,931,3021,438,1787,1369,4808,37.5897,127.0790427
654,917,서울특별시 중랑구 면목3.8동,1594,3035,563,1801,2157,4836,37.582979,127.088014
655,918,서울특별시 중랑구 면목4동,1371,2961,610,1905,1981,4866,37.574675,127.0855975
656,919,서울특별시 중랑구 면목5동,1033,2040,576,1365,1609,3405,37.5857565,127.0795427
657,920,서울특별시 중랑구 면목7동,668,3412,410,1946,1078,5358,37.5788965,127.0867362
658,921,서울특별시 중랑구 면목동,28033,30795,15086,18973,43119,49768,37.5811454,127.0883961
659,922,서울특별시 중랑구 면목본동,3778,6402,1886,3617,5664,10019,37.5873125,127.0874309
660,923,서울특별시 중랑구 묵1동,6781,8696,4437,5069,11218,13765,37.6123362,127.0784581
661,924,서울특별시 중랑구 묵2동,460,1014,310,616,770,1630,37.6113617,127.0787546
662,925,서울특별시 중랑구 묵동,3321,3730,1589,1780,4910,5510,37.6113617,127.0787546
663,926,서울특별시 중랑구 상봉1동,8464,10762,4116,7264,12580,18026,37.5998379,127.0871526
664,927,서울특별시 중랑구 상봉2동,7564,5680,4402,3179,11966,8859,37.5923388,127.0832922
665,928,서울특별시 중랑구 상봉동,4881,3822,2859,2018,7740,5840,37.5990737,127.0893441
666,929,서울특별시 중랑구 신내1동,3599,9811,1375,6179,4974,15990,37.6057824,127.0994562
667,930,서울특별시 중랑구 신내2동,7919,4454,4281,2748,12200,7202,37.6062543,127.0941517
668,931,서울특별시 중랑구 신내동,9331,15609,3380,9297,12711,24906,37.6103313,127.0960772
669,932,서울특별시 중랑구 중화1동,1326,2866,611,1778,1937,4644,37.6011436,127.0805692
670,933,서울특별시 중랑구 중화2동,1598,3478,891,2063,2489,5541,37.5949493,127.0748759
671,934,서울특별시 중랑구 중화동,15333,11241,9083,6035,24416,17276,37.5995064,127.0778661
