,동,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수
5733,[' 신정2동'],143,3243,81,2792
5734,"['103동', ' 서림동']",143,3243,81,2792
5735,[' 신정6동'],54,1329,31,984
5736,[' 신정6동'],35,52,18,43
5737,[' 신정6동'],143,441,31,178
5738,"['1330동', ' 신정6동']",143,441,31,178
5739,"['1332동', ' 신정6동']",143,441,31,178
5740,[' 신정6동'],28,112,0,5
5741,[' 신정1동'],103,636,32,389
5742,[' 신정6동'],53,327,32,198
5743,[' 신정7동'],53,327,32,198
5744,[' 신정6동'],90,1005,39,561
5745,[' 신정6동'],90,1005,39,561
5746,"['1203동', ' 신정7동']",12,278,7,176
5747,[' 신정7동'],1972,543,1198,269
5748,[' 신정7동'],1972,543,1198,269
5749,[' 신정6동'],556,386,102,69
5750,[' 신정6동'],1535,340,344,176
5751,[' 신정6동'],950,273,249,148
5752,[' 신정7동'],685,753,271,287
5753,[' 신정7동'],174,655,64,424
5754,[' 신정7동'],174,655,64,424
5755,[' 신정7동'],181,1056,94,724
5756,[' 신정7동'],181,1056,94,724
5757,[' 신정7동'],97,1077,65,772
5758,[' 신정7동'],315,675,158,322
5759,[' 신정7동'],217,1594,164,962
5760,[' 신정7동'],217,1594,164,962
5761,[' 신정7동'],258,1000,106,533
5762,[' 신정7동'],258,1000,106,533
5763,[' 신정7동'],258,1000,106,533
5764,[' 신정7동'],41,233,11,74
5765,[' 신정7동'],41,233,11,74
5766,[' 신월2동'],3025,1446,2125,833
5767,[' 신정3동'],125,351,31,90
5768,[' 신월2동'],287,1750,137,908
5769,[' 신월2동'],328,245,90,68
5770,[' 신월4동'],599,2908,212,1770
5771,[' 신월4동'],599,2908,212,1770
5772,[' 신월4동'],1719,2507,749,1476
5773,[' 신월6동'],1719,2507,749,1476
5774,[' 신월2동'],1425,4674,621,2372
5775,[' 신정4동'],1425,4674,621,2372
5776,[' 신정4동'],1425,4674,621,2372
5777,[' 신월2동'],1425,4674,621,2372
5778,[' 신월2동'],647,238,227,97
5779,[' 신월4동'],1134,3660,453,2582
5780,[' 신월4동'],1134,3660,453,2582
5781,[' 신월4동'],674,1922,255,1264
5782,[' 신월4동'],674,1922,255,1264
5783,[' 신월4동'],348,868,173,587
5784,[' 신정4동'],351,532,208,303
5785,[' 신정3동'],252,202,166,201
5786,[' 신정3동'],717,2695,254,1699
5787,[' 신정3동'],717,2695,254,1699
5788,[' 신정3동'],188,1377,84,783
5789,[' 신정3동'],188,1377,84,783
5790,[' 신정3동'],568,1628,337,985
5791,[' 신정3동'],377,161,128,45
5792,[' 고척2동'],146,533,88,289
5793,[' 고척2동'],146,533,88,289
5794,[' 고척2동'],393,344,81,122
5795,[' 신정1동'],975,694,605,289
5796,[' 신정3동'],975,694,605,289
5797,[' 신정1동'],222,277,27,41
5798,[' 신정7동'],79,39,17,14
5799,"['B동', ' 신정7동']",647,1134,193,502
5800,['신정7동'],1420,1400,485,686
5801,"['1019동', ' 신정1동']",33,313,12,143
5802,[' 신정1동'],43,214,26,160
5803,[' 신정1동'],1194,614,226,334
5804,[' 신정1동'],1194,614,226,334
5805,[' 신정1동'],1418,954,657,540
5806,[' 신정1동'],1418,954,657,540
5807,"['925동', ' 신정1동']",255,491,327,210
5808,[' 신정1동'],255,491,327,210
5809,[' 신정1동'],255,491,327,210
5810,[' 신정1동'],68,595,25,227
5811,"['1018동', ' 신정1동']",68,595,25,227
5812,[' 신정1동'],5883,2953,3332,1433
5813,[' 신정1동'],5883,2953,3332,1433
5814,[' 신정1동'],5883,2953,3332,1433
5815,[' 신정3동'],5883,2953,3332,1433
5816,[' 목1동'],353,121,49,43
5817,[' 목1동'],3093,862,824,388
5818,[' 목1동'],1586,685,911,422
5819,[' 신정6동'],192,22,53,9
5820,[' 신정6동'],1890,1624,538,766
5821,[' 신정6동'],1274,1022,319,408
5822,[' 신정4동'],6418,2124,2760,1176
5823,[' 신정4동'],6418,2124,2760,1176
5824,[' 신정1동'],1985,1407,839,822
5825,[' 신정1동'],1985,1407,839,822
5826,[' 신정1동'],1985,1407,839,822
5827,[' 신정1동'],1985,1407,839,822
5828,[' 신정2동'],358,426,131,211
5829,[' 신정2동'],254,212,47,137
5830,[' 신정1동'],4,201,6,77
5831,[' 신정2동'],801,111,234,31
5832,[' 신정4동'],5978,1979,2634,1210
5833,[' 신정4동'],5978,1979,2634,1210
5834,[' 신정4동'],609,253,152,104
5835,[' 신정4동'],7501,2316,4779,1346
5836,[' 신정4동'],7501,2316,4779,1346
5837,[' 신정4동'],23,68,8,44
5838,[' 신정4동'],1047,494,296,61
5839,[' 신정1동'],193,613,138,322
5840,[' 신정4동'],956,988,620,668
5841,[' 신월7동'],483,1376,169,873
5842,[' 신월7동'],483,1376,169,873
5843,[' 신월7동'],483,1376,169,873
5844,[' 신월7동'],1368,2850,669,2017
5845,[' 신월7동'],1368,2850,669,2017
5846,[' 신월7동'],56,373,37,188
5847,[' 신월7동'],56,373,37,188
5848,[' 신월4동'],734,1209,393,738
5849,[' 신월7동'],48,413,19,219
5850,[' 신월7동'],48,413,19,219
5851,[' 신월7동'],261,2014,79,1105
5852,[' 신월7동'],261,2014,79,1105
5853,[' 신정3동'],912,1455,820,906
5854,[' 신정3동'],912,1455,820,906
5855,[' 신월6동'],984,1551,392,985
5856,[' 신월6동'],984,1551,392,985
5857,[' 신정3동'],98,298,44,232
5858,[' 신정3동'],220,2365,84,1123
5859,[' 신월2동'],282,3158,116,2036
5860,[' 신월7동'],379,1210,150,580
5861,[' 신정3동'],1541,2826,767,1731
5862,[' 신정3동'],1541,2826,767,1731
5863,[' 신정3동'],1541,2826,767,1731
5864,[' 신정3동'],43,253,30,192
5865,[' 신정3동'],43,253,30,192
5866,[' 신정3동'],284,116,93,26
5867,[' 신정3동'],284,116,93,26
5868,[' 신정3동'],41,254,12,194
5869,[' 신정3동'],75,255,21,149
5870,[' 신월7동'],280,1452,114,791
5871,[' 신월7동'],280,1452,114,791
5872,[' 신월7동'],89,574,41,432
5873,[' 신월7동'],89,574,41,432
5874,[' 신월1동'],322,1179,175,682
5875,[' 신월1동'],322,1179,175,682
5876,[' 신월1동'],289,1164,220,686
5877,[' 신월3동'],571,1518,287,799
5878,[' 신월1동'],290,891,163,612
5879,[' 신월1동'],220,70,66,63
5880,[' 신월1동'],737,1558,342,1032
5881,[' 신월5동'],737,1558,342,1032
5882,[' 신월1동'],1002,2604,555,1416
5883,[' 신월1동'],1002,2604,555,1416
5884,[' 화곡1동'],2,486,2,471
5885,[' 신월5동'],75,1043,16,687
5886,[' 신월3동'],14,120,11,63
5887,[' 신월5동'],323,493,172,316
5888,[' 신월5동'],538,1514,262,792
5889,[' 신월5동'],538,1514,262,792
5890,[' 신월5동'],1286,1508,656,859
5891,[' 신월5동'],1286,1508,656,859
5892,"['106동', ' 신월3동']",374,916,173,467
5893,[' 신월5동'],374,916,173,467
5894,[' 신월3동'],111,34,88,42
5895,[' 신월3동'],276,593,101,331
5896,[' 신월7동'],246,412,108,191
5897,[' 신월7동'],181,698,60,445
5898,[' 신월7동'],181,698,60,445
5899,[' 신정1동'],3,86,4,76
5900,['목1동'],1375,412,509,150
5901,[' 신정3동'],76,749,44,486
5902,[' 신정3동'],76,749,44,486
5903,[' 신정7동'],14,220,5,155
5904,[' 신정3동'],2,1,0,0
5905,[' 신정6동'],154,534,61,385
5906,"['1216동', ' 신정7동']",15,217,3,65
5907,[' 신월1동'],52,0,0,2
5908,[' 화곡1동'],52,0,0,2
5909,"['1218동', ' 신정7동']",13,49,4,35
5910,[' 신정3동'],770,1085,182,580
5911,[' 신정3동'],770,1085,182,580
5912,[' 신정3동'],770,1085,182,580
5913,[' 신정3동'],359,662,85,413
5914,[' 신정3동'],359,662,85,413
5915,[' 신정2동'],794,864,323,625
5916,[' 화곡1동'],171,364,63,197
5917,[' 화곡1동'],150,696,69,397
5918,[' 신정3동'],56,750,35,460
5919,[' 신정3동'],35,637,19,441
5920,[' 신정3동'],0,70,1,74
5921,[' 신정3동'],0,70,1,74
5922,[' 신정3동'],99,692,56,520
5923,[' 신정3동'],155,210,41,127
5924,[' 신정3동'],57,5,7,2
5925,[' 목3동'],3556,1395,1769,556
5926,[' 목2동'],3347,1238,1967,630
5927,[' 목2동'],3347,1238,1967,630
5928,[' 신정3동'],17,105,19,74
5929,[' 신정3동'],17,105,19,74
5930,[' 목2동'],262,1490,127,731
5931,[' 목2동'],262,1490,127,731
5932,[' 목2동'],416,3275,205,1881
5933,[' 목2동'],416,3275,205,1881
5934,['신정3동'],120,14,117,3
5935,[' 목2동'],453,2609,205,1722
5936,[' 목2동'],453,2609,205,1722
5937,[' 신정3동'],55,474,33,341
5938,[' 신정3동'],55,474,33,341
5939,[' 신월6동'],41,791,19,475
5940,[' 신월6동'],41,791,19,475
5941,[' 목4동'],525,1243,185,863
5942,"['101동', ' 목2동']",525,1243,185,863
5943,[' 신월6동'],33,19,39,5
5944,[' 신월6동'],76,332,60,194
5945,[' 신월6동'],76,332,60,194
5946,[' 목5동'],213,279,44,181
5947,[' 신정3동'],468,416,100,195
5948,[' 신정3동'],468,416,100,195
5949,[' 목5동'],32,57,14,26
5950,"['1034동', ' 신정1동']",127,330,106,126
5951,[' 신정1동'],127,330,106,126
5952,[' 목1동'],3164,748,1654,188
5953,[' 신정1동'],26,32,6,5
5954,[' 신정1동'],16,11,3,15
5955,[' 목5동'],39,537,41,187
5956,[' 신정6동'],158,173,26,134
5957,[' 목2동'],32,380,19,190
5958,"['927동', ' 신정1동']",33,213,11,135
5959,[' 목2동'],317,1725,190,1142
5960,[' 목2동'],317,1725,190,1142
5961,"[' 목3동', ' 목동']",19,401,8,185
5962,[' 신월5동'],80,973,18,433
5963,[' 신월5동'],22,198,7,71
5964,[' 신월5동'],22,198,7,71
5965,[' 신월6동'],58,183,25,105
5966,[' 신월6동'],61,304,13,210
5967,[' 신정3동'],51,107,53,98
5968,[' 신정3동'],55,175,19,90
5969,[' 목3동'],225,578,62,275
5970,[' 신정3동'],18,0,12,0
5971,[' 신정3동'],47,251,7,175
5972,[' 신정3동'],47,251,7,175
5973,[' 신정3동'],72,222,30,138
5974,[' 신정3동'],72,222,30,138
5975,[' 신정3동'],2,161,0,186
5976,[' 신정3동'],0,178,1,113
5977,[' 신월5동'],31,1,15,0
5978,[' 신월3동'],1,148,12,141
5979,[' 오류2동'],1,148,12,141
5980,[' 염창동'],11312,8815,7585,5102
5981,[' 목2동'],11312,8815,7585,5102
5982,[' 염창동'],4371,8507,2393,4812
5983,[' 목3동'],4371,8507,2393,4812
5984,[' 등촌1동'],3505,6906,1923,4025
5985,[' 화곡6동'],3505,6906,1923,4025
5986,[' 등촌3동'],2031,2101,521,1089
5987,[' 등촌3동'],2031,2101,521,1089
5988,[' 등촌3동'],1334,1622,385,963
5989,[' 우장산동'],1334,1622,385,963
5990,[' 등촌3동'],5073,1849,1003,867
5991,[' 발산1동'],5073,1849,1003,867
5992,[' 공항동'],2126,2321,653,1184
5993,[' 공항동'],2126,2321,653,1184
5994,[' 공항동'],2126,2321,653,1184
5995,[' 공항동'],2126,2321,653,1184
5996,[' 공항동'],2126,2321,653,1184
5997,[' 공항동'],2126,2321,653,1184
5998,[' 가양1동'],1656,1276,408,627
5999,[' 공항동'],1656,1276,408,627
6000,[' 공항동'],1656,1276,408,627
6001,[' 공항동'],1656,1276,408,627
6002,[' 공항동'],1656,1276,408,627
6003,[' 방화1동'],1656,1276,408,627
6004,[' 가양1동'],1656,1276,408,627
6005,[' 가양1동'],2357,1111,734,574
6006,[' 가양1동'],2357,1111,734,574
6007,[' 가양1동'],2357,1111,734,574
6008,[' 공항동'],291,861,77,472
6009,[' 공항동'],291,861,77,472
6010,[' 공항동'],291,861,77,472
6011,[' 화곡1동'],93,348,71,179
6012,[' 화곡1동'],93,348,71,179
6013,[' 가양1동'],5,6,0,1
6014,[' 등촌1동'],39,139,35,43
6015,[' 등촌2동'],265,428,126,167
6016,[' 등촌1동'],63,406,70,185
6017,[' 화곡6동'],161,105,57,30
6018,[' 가양1동'],10,12,1,6
6019,[' 가양1동'],10,12,1,6
6020,[' 가양1동'],140,49,42,12
6021,[' 가양1동'],140,49,42,12
6022,[' 등촌3동'],76,94,28,47
6023,[' 등촌3동'],110,151,39,90
6024,[' 우장산동'],74,118,190,111
6025,[' 공항동'],38,433,16,203
6026,[' 공항동'],38,433,16,203
6027,[' 공항동'],350,446,150,217
6028,[' 공항동'],350,446,150,217
6029,[' 공항동'],598,534,506,300
6030,[' 공항동'],364,235,57,29
6031,[' 방화2동'],104,307,71,200
6032,[' 방화2동'],104,307,71,200
6033,[' 방화2동'],68,111,3,3
6034,[' 방화2동'],113,445,58,291
6035,[' 방화2동'],113,445,58,291
6036,[' 방화2동'],143,262,23,186
6037,[' 방화2동'],143,262,23,186
6038,[' 방화2동'],376,663,74,495
6039,[' 방화2동'],376,663,74,495
6040,[' 방화1동'],64,276,15,170
6041,[' 방화1동'],64,276,15,170
6042,[' 방화1동'],64,276,15,170
6043,[' 방화1동'],64,276,15,170
6044,[' 방화3동'],62,10,44,2
6045,[' 방화3동'],411,675,44,460
6046,[' 방화3동'],1,413,0,283
6047,[' 방화3동'],117,4,4,0
6048,"['804동', ' 가양동']",52,190,30,64
6049,[' 등촌1동'],7311,3539,3890,1732
6050,[' 등촌1동'],7311,3539,3890,1732
6051,[' 등촌1동'],1204,1651,455,814
6052,[' 등촌3동'],1204,1651,455,814
6053,[' 화곡6동'],4582,5698,2831,3707
6054,[' 화곡6동'],4582,5698,2831,3707
6055,[' 화곡6동'],2068,5365,902,3115
6056,[' 화곡6동'],2068,5365,902,3115
6057,[' 화곡본동'],1798,5205,997,3307
6058,[' 화곡본동'],1798,5205,997,3307
6059,[' 화곡본동'],3086,4262,1670,2353
6060,[' 화곡본동'],3086,4262,1670,2353
6061,[' 화곡본동'],3086,4262,1670,2353
6062,[' 화곡1동'],10158,4998,5677,2609
6063,[' 화곡3동'],10158,4998,5677,2609
6064,[' 화곡1동'],10158,4998,5677,2609
6065,[' 화곡1동'],10158,4998,5677,2609
6066,[' 화곡1동'],994,663,480,366
6067,[' 화곡3동'],795,1280,476,602
6068,[' 발산1동'],122,611,34,272
6069,[' 발산1동'],122,611,34,272
6070,[' 발산1동'],620,743,141,330
6071,[' 발산1동'],620,743,141,330
6072,[' 발산1동'],620,743,141,330
6073,[' 발산1동'],142,255,10,222
6074,[' 발산1동'],142,255,10,222
6075,"[' 작동', ' 성곡동']",9,0,1,0
6076,[' 공항동'],167,384,48,221
6077,[' 공항동'],167,384,48,221
6078,[' 공항동'],200,444,26,223
6079,[' 공항동'],200,444,26,223
6080,[' 공항동'],10,150,5,117
6081,[' 방화2동'],103,8,0,0
6082,[' 방화2동'],103,8,0,0
6083,"['1103동', ' 방화2동']",24,253,5,169
6084,[' 방화2동'],109,322,26,186
6085,[' 방화2동'],109,322,26,186
6086,[' 방화2동'],623,53,281,28
6087,[' 방화2동'],623,53,281,28
6088,[' 방화2동'],10,19,1,17
6089,[' 방화2동'],10,19,1,17
6090,[' 등촌2동'],2437,3259,1558,1809
6091,[' 등촌2동'],774,4009,419,2633
6092,[' 등촌2동'],362,2160,159,1395
6093,[' 등촌2동'],713,2517,223,1474
6094,[' 등촌2동'],849,3154,434,1980
6095,[' 화곡4동'],1101,3426,606,2487
6096,[' 화곡2동'],546,985,226,433
6097,[' 화곡2동'],654,2095,273,1094
6098,[' 화곡2동'],654,2095,273,1094
6099,[' 화곡8동'],374,1266,252,791
6100,[' 화곡8동'],957,503,425,178
6101,[' 화곡8동'],2062,1785,1344,1079
6102,[' 화곡8동'],2062,1785,1344,1079
6103,[' 화곡1동'],507,1683,298,1028
6104,[' 화곡1동'],507,1683,298,1028
6105,[' 화곡1동'],170,1,2,0
6106,[' 화곡8동'],6566,3009,3900,1370
6107,[' 화곡8동'],7307,2796,3824,1425
6108,[' 화곡8동'],7307,2796,3824,1425
6109,[' 화곡1동'],605,3068,253,1687
6110,[' 화곡1동'],605,3068,253,1687
6111,[' 화곡1동'],266,743,147,475
6112,[' 화곡1동'],653,3015,351,1999
6113,[' 화곡1동'],1034,3099,492,1936
6114,[' 화곡1동'],1034,3099,492,1936
6115,[' 화곡1동'],1034,3099,492,1936
6116,[' 화곡1동'],1034,3099,492,1936
6117,[' 화곡1동'],134,485,25,281
6118,[' 화곡1동'],253,905,128,510
6119,[' 화곡1동'],253,905,128,510
6120,[' 화곡1동'],3075,2704,1844,1649
6121,[' 우장산동'],718,451,356,251
6122,[' 화곡3동'],103,231,35,42
6123,[' 우장산동'],924,946,309,511
6124,[' 화곡3동'],924,946,309,511
6125,[' 화곡3동'],1650,1420,790,812
6126,[' 우장산동'],1650,1420,790,812
6127,[' 우장산동'],4540,1730,1875,811
6128,[' 발산1동'],4540,1730,1875,811
6129,[' 우장산동'],3297,2035,936,1085
6130,[' 발산1동'],3297,2035,936,1085
6131,[' 우장산동'],2799,983,1254,576
6132,[' 우장산동'],2799,983,1254,576
6133,[' 등촌3동'],3554,536,1773,331
6134,[' 등촌3동'],1865,1000,881,414
6135,[' 등촌3동'],1865,1000,881,414
6136,[' 등촌3동'],712,917,263,396
6137,[' 등촌3동'],712,917,263,396
6138,[' 등촌3동'],282,361,150,167
6139,[' 등촌3동'],282,361,150,167
6140,[' 가양동'],1044,526,493,253
6141,[' 가양1동'],149,121,54,61
6142,[' 가양동'],298,1321,137,595
6143,[' 가양1동'],298,1321,137,595
6144,[' 가양1동'],179,982,77,445
6145,[' 가양1동'],179,982,77,445
6146,[' 가양1동'],95,220,44,99
6147,[' 가양2동'],65,205,21,128
6148,[' 가양2동'],65,189,28,101
6149,[' 가양2동'],82,304,42,98
6150,[' 가양2동'],105,256,56,217
6151,[' 가양2동'],62,216,35,47
6152,[' 가양2동'],69,288,39,198
6153,[' 가양3동'],46,321,22,197
6154,[' 가양3동'],162,428,46,164
6155,[' 가양동'],143,295,82,108
6156,[' 가양동'],143,295,82,108
6157,[' 가양3동'],95,564,42,319
6158,[' 가양3동'],107,150,33,84
6159,[' 가양3동'],174,472,43,344
6160,"['302동', ' 염창동']",221,1733,143,947
6161,[' 염창동'],335,154,169,91
6162,[' 염창동'],697,2281,365,1071
6163,[' 염창동'],697,2281,365,1071
6164,[' 염창동'],354,2439,156,1358
6165,"['103동', ' 염창동']",255,413,114,157
6166,[' 염창동'],165,278,79,130
6167,[' 염창동'],329,1423,150,817
6168,[' 가양3동'],889,1102,442,561
6169,[' 염창동'],889,1102,442,561
6170,[' 가양동'],311,271,216,130
6171,[' 가양3동'],415,222,163,74
6172,[' 가양동'],456,162,174,62
6173,[' 가양동'],108,501,117,243
6174,[' 가양동'],1265,1062,667,498
6175,[' 가양2동'],1265,1062,667,498
6176,[' 가양2동'],593,617,326,377
6177,[' 가양동'],593,617,326,377
6178,[' 가양2동'],13,105,6,19
6179,[' 가양2동'],13,105,6,19
6180,[' 가양2동'],85,78,23,35
6181,[' 가양동'],521,199,98,46
6182,[' 가양동'],490,487,219,373
6183,[' 가양1동'],490,487,219,373
6184,[' 가양1동'],237,277,77,152
6185,[' 가양동'],237,277,77,152
6186,[' 가양동'],1346,568,735,255
6187,[' 가양동'],1346,568,735,255
6188,[' 가양1동'],125,265,65,142
6189,[' 가양1동'],125,265,65,142
6190,[' 가양1동'],228,130,22,54
6191,[' 가양1동'],228,130,22,54
6192,[' 가양1동'],53,256,12,173
6193,[' 가양1동'],53,256,12,173
6194,[' 가양1동'],194,682,49,342
6195,"['101동', ' 가양1동']",194,682,49,342
6196,"['201동', ' 방화1동']",280,1024,93,609
6197,[' 방화3동'],280,1024,93,609
6198,[' 방화1동'],388,878,84,468
6199,[' 방화1동'],388,878,84,468
6200,[' 방화1동'],388,878,84,468
6201,[' 방화1동'],388,878,84,468
6202,[' 방화2동'],417,524,137,351
6203,[' 방화1동'],417,524,137,351
6204,[' 방화2동'],546,343,137,195
6205,[' 방화1동'],546,343,137,195
6206,[' 등촌3동'],432,264,92,63
6207,[' 등촌3동'],432,264,92,63
6208,[' 등촌3동'],142,636,56,402
6209,[' 등촌3동'],142,636,56,402
6210,[' 등촌3동'],106,259,31,77
6211,[' 등촌3동'],74,374,77,263
6212,[' 등촌3동'],174,118,56,65
6213,[' 등촌3동'],64,325,22,264
6214,[' 공항동'],33,68,12,27
6215,[' 발산1동'],47,139,4,18
6216,"[' 작동', ' 성곡동']",78,26,1,1
6217,[' 방화3동'],7,234,5,201
6218,[' 방화1동'],596,632,299,371
6219,"[' 작동', ' 성곡동']",596,632,299,371
6220,[' 공항동'],141,200,73,116
6221,[' 등촌3동'],972,208,602,125
6222,[' 공항동'],210,76,59,36
6223,[' 공항동'],42,372,17,150
6224,[' 화곡1동'],656,3157,252,1852
6225,[' 화곡1동'],656,3157,252,1852
6226,[' 우장산동'],40,418,8,163
6227,[' 우장산동'],40,418,8,163
6228,[' 우장산동'],19,264,23,87
6229,[' 화곡본동'],19,318,6,137
6230,"['902동', ' 가양3동']",8,71,1,46
6231,[' 등촌3동'],67,120,26,19
6232,[' 등촌3동'],67,120,26,19
6233,[' 등촌3동'],6,5,2,4
6234,[' 등촌3동'],38,8,21,5
6235,[' 가양3동'],71,41,47,16
6236,[' 우장산동'],46,104,17,24
6237,"['상가동', ' 우장산동']",16,114,5,38
6238,[' 우장산동'],80,146,19,51
6239,[' 우장산동'],207,142,65,36
6240,[' 등촌3동'],12,35,0,3
6241,[' 등촌3동'],2,34,1,4
6242,[' 방화2동'],23,63,6,19
6243,[' 방화2동'],55,85,39,76
6244,[' 방화2동'],55,85,39,76
6245,[' 방화2동'],1,14,0,1
6246,[' 공항동'],42,149,9,62
6247,[' 공항동'],42,149,9,62
6248,[' 공항동'],97,17,51,4
6249,['가양1동'],146,194,0,0
6250,[' 가양1동'],1893,123,1065,45
6251,[' 가양1동'],296,109,134,73
6252,[' 가양1동'],511,137,132,66
6253,[' 공항동'],3435,135,745,57
6254,[' 공항동'],3435,135,745,57
6255,[' 공항동'],3435,135,745,57
6256,[' 공항동'],3435,135,745,57
6257,[' 공항동'],3435,135,745,57
6258,[' 공항동'],3435,135,745,57
6259,[' 방화2동'],426,112,63,24
6260,[' 방화2동'],426,112,63,24
6261,[' 방화2동'],426,112,63,24
6262,[' 방화2동'],426,112,63,24
6263,[' 방화2동'],426,112,63,24
6264,[' 발산1동'],260,47,91,10
6265,[' 방화1동'],204,46,9,2
6266,[' 가양1동'],2059,278,1138,48
6267,[' 가양1동'],2059,278,1138,48
6268,[' 가양1동'],2059,278,1138,48
6269,[' 가양1동'],2059,278,1138,48
6270,[' 가양1동'],1192,782,652,372
6271,[' 공항동'],0,48,0,8
6272,[' 공항동'],6,155,5,69
6273,[' 공항동'],6,155,5,69
6274,[' 공항동'],3,1,1,0
6275,[' 발산1동'],286,5,24,0
6276,[' 공항동'],203,72,36,17
6277,[' 공항동'],203,72,36,17
6278,[' 방화2동'],42,169,4,97
6279,[' 발산1동'],128,486,28,306
6280,[' 발산1동'],128,486,28,306
6281,[' 발산1동'],163,100,44,19
6282,[' 발산1동'],212,1365,43,1087
6283,[' 발산1동'],212,1365,43,1087
6284,[' 발산1동'],25,700,16,551
6285,[' 발산1동'],96,6,12,1
6286,[' 화곡2동'],596,2720,265,1544
6287,[' 화곡2동'],596,2720,265,1544
6288,[' 발산1동'],121,730,87,516
6289,[' 발산1동'],109,45,21,14
6290,[' 가양1동'],1366,272,833,188
6291,[' 방화1동'],369,563,85,346
6292,"[' 작동', ' 성곡동']",369,563,85,346
